word,translation,tag
schoenoplectus triqueter,藨草,cedict
scholar of chinese,汉学家,cedict
scholar officials,士大夫,cedict
scholar's rock,供石,cedict
scholar-official in the qing dynasty,阮元,cedict
scholarly flavor,书卷气,cedict
scholarly honor,功名,cedict
scholarly honors,科名,cedict
scholarly knowledge,学识,cedict
scholastic attainments,学力,cedict
school administration office,教务室,cedict
school age,学龄,cedict
school assignment,作业,cedict
school beauty queen,校花,cedict
school begins,开课,cedict
school board,教育委员会,cedict
school building,学舍,cedict
school bully,校霸,cedict
school bus,校车,cedict
school calendar,校历,cedict
school desk,课桌,cedict
school discipline,学风,cedict
school district,学区,cedict
school for cadres,干校,cedict
school for chinese opera,科班,cedict
school gate,校门,cedict
school inspector,督学,cedict
school magazine,校刊,cedict
school motto,校训,cedict
school name,校名,cedict
school of engineering,工学院,cedict
school of management,管理学院,cedict
school of mind,心学,cedict
school of principle,理学,cedict
school of thought,学派,cedict
school opening ceremony,始业式,cedict
school or academic institution,官学,cedict
school report or transcript,成绩单,cedict
school rules and regulations,校规,cedict
school song,校歌,cedict
school timetable,课表,cedict
school traditions,学风,cedict
school uniform,校服,cedict
schoolgirl tough,太妹,cedict
schwann cell,许旺细胞,cedict
sciatic nerve,坐骨神经,cedict
science and technology,科学技术,cedict
science education,科教,cedict
science education film,科教片,cedict
science fiction,科学幻想,cedict
science fiction movie,科幻电影,cedict
science fiction novel,科幻小说,cedict
science fiction thriller,科技惊悚,cedict
science of communications,资讯科技,cedict
science of earthquakes,地震学,cedict
scientific and technical staff,科技人员,cedict
scientific circles,科学界,cedict
scientific expedition,考察队,cedict
scientific experiment,科学实验,cedict
scientific exploration team,科考队,cedict
scientific illiteracy,科盲,cedict
scientific instrument,科仪,cedict
scientific knowledge,科学,cedict
scientific law,定律,cedict
scientific management,科学管理,cedict
scientific name,学名,cedict
scientific parenting,科学育儿,cedict
scientific principle,学理,cedict
scientific research,科学研究,cedict
sclater's monal,白尾梢虹雉,cedict
scoop-shaped woven bamboo basket,箢箕,cedict
scope chain,作用域链,cedict
scope of authority,授权范围,cedict
scorched earth,焦土,cedict
scorched earth policy,坚壁清野,cedict
scorching hot,火辣辣,cedict
scorching summer,炎夏,cedict
scorching sun,烈日,cedict
scoring rate,命中率,cedict
scoring ring,计分环,cedict
scorpio or scorpius,天蝎座,cedict
scotch collie,苏格兰牧羊犬,cedict
scotch tape,透明胶,cedict
scotland yard,苏格兰场,cedict
scottish fold,苏格兰折耳猫,cedict
scoundrel with an honest demeanor,蔫土匪,cedict
scouring ball,清洁球,cedict
scowling face,臭脸,cedict
scowling in anger,怒容满面,cedict
scrambled eggs,摊黄菜,cedict
scrap iron,废铁,cedict
scrap metal,废铜烂铁,cedict
scrap paper,便条纸,cedict
scraping sound,嚓嚓,cedict
scratch line,起跑线,cedict
scratch-and-win lottery,刮刮乐,cedict
scratching the surface,不痛不痒,cedict
screech of a sudden stop,嘎然,cedict
screech owl,角鸮,cedict
screeching of tires,嚓嚓,cedict
screen and roll,挡拆,cedict
screen and stage,影剧,cedict
screen burn-in,烧屏,cedict
screen door,屏门,cedict
screen mirroring,投屏,cedict
screen of beads,珠箔,cedict
screen printing,孔版印刷,cedict
screen sharing,投屏,cedict
screen test,试镜,cedict
screen window,纱窗,cedict
screen-to-body ratio,屏占比,cedict
screw anchor,壁塞,cedict
screw die,板牙,cedict
screw jack,螺旋千斤顶,cedict
screwdriving bits,批头,cedict
scrimmage line,争球线,cedict
scrip shares,红利股票,cedict
script for opera,院本,cedict
script of a play,戏剧,cedict
script supervisor,场记,cedict
scripture hall,经堂,cedict
scroll bar,滚动条,cedict
scroll painting,图轴,cedict
scroll wheel,滚轮,cedict
scrub mitt,澡巾,cedict
scrubbing brush,板刷,cedict
scrupulous attention to detail,一板一眼,cedict
scum of a community,败类,cedict
sea and land,海陆,cedict
sea and land hotpot,海陆煲,cedict
sea anemone,座生水母,cedict
sea angling,海钓,cedict
sea area,海域,cedict
sea bass,海鲈,cedict
sea bream,海鲤,cedict
sea breeze,海风,cedict
sea buckthorn,沙棘,cedict
sea cow,人鱼,cedict
sea cucumber,海参,cedict
sea eagle,海鹫,cedict
sea freight,船运,cedict
sea hare,海兔,cedict
sea holly,海刺芹,cedict
sea horse,海马,cedict
sea land air,海陆空,cedict
sea level,海平面,cedict
sea lily,海百合,cedict
sea lion,海狮,cedict
sea of bitterness is vast,苦海茫茫,cedict
sea of clouds,云海,cedict
sea of evil,业海,cedict
sea of galilee,加里肋亚海,cedict
sea of japan,日本海,cedict
sea of learning,学海,cedict
sea of marmara,马尔马拉海,cedict
sea of okhotsk,鄂霍次克海,cedict
sea of serenity,澄海,cedict
sea of tranquility,静海,cedict
sea otter,海獭,cedict
sea rescue service,救捞局,cedict
sea salt,海盐,cedict
sea sand,海沙,cedict
sea slug,海蛞蝓,cedict
sea snail,海螺,cedict
sea sponge,海绵,cedict
sea squirt,海鞘,cedict
sea star,海星,cedict
sea transport,海运费,cedict
sea trial,试航,cedict
sea urchin,海胆,cedict
sea view,海景,cedict
sea wave,海浪,cedict
seafloor spreading,海底扩张,cedict
seafood delicacy,海错,cedict
seafood sauce,海鲜酱,cedict
seafood show,水产展,cedict
seagoing ship,海船,cedict
seal case,印盒,cedict
seal commando unit,海豹突击队,cedict
seal impression,印鉴,cedict
seal of authority,印把子,cedict
seal of state,国玺,cedict
seal script,篆书,cedict
sealant gun,打胶枪,cedict
sealed cabin,密闭舱,cedict
sealed compartment,密封舱,cedict
sealed off,密不透风,cedict
sealed pot calcination,暗煅,cedict
sealed ribbon fastening correspondence,印绶,cedict
sealing clay,封泥,cedict
sealing glue,密封胶,cedict
seamless connection,无缝连接,cedict
search and rescue,搜救,cedict
search and rescue dog,搜救犬,cedict
search engine,搜寻引擎,cedict
search party,搜索队,cedict
search tree,搜索树,cedict
search warrant,搜查令,cedict
seas and oceans,重洋,cedict
seasonable rain,喜雨,cedict
seasonal allergic rhinitis,花粉症,cedict
seasonal insect,候虫,cedict
seasonal medication,令药,cedict
seasonal vegetable,时菜,cedict
seasonal vegetables,时蔬,cedict
seasonal worker,短工,cedict
seat belt,安全带,cedict
seat cover,座椅套子,cedict
seat number,座号,cedict
seat of honor,上位,cedict
seat of prefectural government,府治,cedict
seat of the government,六扇门,cedict
seated around,围坐,cedict
seated image,坐像,cedict
seating arrangement,座次,cedict
sebaceous glands,皮脂腺,cedict
secant line,割线,cedict
secluded path,幽径,cedict
second after,次于,cedict
second baby,二宝,cedict
second book of chronicles,历代志下,cedict
second book of kings,列王纪下,cedict
second book of moses,出埃及记,cedict
second book of samuel,撒母耳记下,cedict
second brother,二哥,cedict
second child,二宝,cedict
second class,二等,cedict
second class cabin,二等舱,cedict
second daughter,次女,cedict
second edition,再版,cedict
second epistle of peter,彼得后书,cedict
second epistle of st john,约翰二书,cedict
second generation,二世,cedict
second generation only child,独二代,cedict
second given name,中间名,cedict
second half,下半,cedict
second half of the night,下半夜,cedict
second half of the year,下半年,cedict
second hand,秒针,cedict
second hand goods,二水货,cedict
second in command,副司令,cedict
second job,第二职业,cedict
second lieutenant,少尉,cedict
second manchu invasion of korea,丙子战争,cedict
second marriage,二婚,cedict
second mate,二副,cedict
second month,二月,cedict
second month of autumn,仲秋,cedict
second month of summer,仲夏,cedict
second officer,二副,cedict
second only to,次于,cedict
second only to father,亚父,cedict
second order,二阶,cedict
second part,二分,cedict
second persecution,二遍苦,cedict
second place,亚军,cedict
second pregnancy,二胎,cedict
second quarter,第二季度,cedict
second round,二轮,cedict
second section of large intestine,横结肠,cedict
second son,次子,cedict
second spring,第二春,cedict
second stage,二级头,cedict
second time,二次,cedict
second to none,寡二少双,cedict
second tone,二声,cedict
second tone in mandarin,第二声,cedict
second wife,二奶,cedict
second world,第二世界,cedict
second year of university,大二,cedict
second-class carriage,二等车,cedict
second-class citizen,二等公民,cedict
second-eldest child in a family,老二,cedict
second-hand book,旧书,cedict
second-hand car,二手车,cedict
second-hand car market,旧车市场,cedict
second-hand goods,二手货,cedict
second-hand house,二手房,cedict
second-hand smoke,二手烟,cedict
second-hand smoking,被动吸烟,cedict
second-rank concubine,婕妤,cedict
second-run movie,二轮片,cedict
secondary capital,陪都,cedict
secondary disaster,次生灾害,cedict
secondary education,中等教育,cedict
secondary growth of forest,次生林,cedict
secondary industry,第二产业,cedict
secondary infection,续发感染,cedict
secondary normal school,中师,cedict
secondary official,次官,cedict
secondhand clothes,估衣,cedict
secret account,密帐,cedict
secret agent,密探,cedict
secret appointment,密约,cedict
secret ballot,不记名投票,cedict
secret concern,隐忧,cedict
secret document,机密文件,cedict
secret documents,密件,cedict
secret envoy,密使,cedict
secret illicit sex,偷香窃玉,cedict
secret imperial edict,密诏,cedict
secret inner room,洞房,cedict
secret instruction,密令,cedict
secret know-how,秘诀,cedict
secret language,隐语,cedict
secret letter,密函,cedict
secret love affair,地下情,cedict
secret mark,暗记,cedict
secret meeting,密会,cedict
secret mind,心里话,cedict
secret order,密令,cedict
secret place,暗处,cedict
secret plan,密谋,cedict
secret police,秘密警察,cedict
secret purse,私房钱,cedict
secret recipe,秘方,cedict
secret report,密报,cedict
secret room,密室,cedict
secret service,特工,cedict
secret service agent,特工,cedict
secret society,帮会,cedict
secret stash of money,私房钱,cedict
secret store,私藏,cedict
secret telegram,密电,cedict
secret trouble,苦衷,cedict
secret virtue,阴德,cedict
secret worry,心病,cedict
secretary of state,国务卿,cedict
secretory granule,分泌颗粒,cedict
sect leader,掌门,cedict
sectarian bias,门户之见,cedict
section chief,科长,cedict
section head,部长,cedict
section of a retail store,门市部,cedict
section of land,地皮,cedict
section view,剖视图,cedict
sector of society,界别,cedict
secure and lucrative job,金饭碗,cedict
secure employment,铁饭碗,cedict
secure sockets layer,加密套接字协议层,cedict
securities commission,证券委,cedict
securities company,证券公司,cedict
securities dealer,券商,cedict
securities house,证券行,cedict
securitization ratio,证券化率,cedict
security bureau,安全局,cedict
security camera,监视器,cedict
security check,安检,cedict
security council,安全理事会,cedict
security door,防盗门,cedict
security forces,保安部队,cedict
security guard,保全,cedict
security issue,安全问题,cedict
security measures,关防,cedict
security personnel,保安人员,cedict
sedan chair,轿子,cedict
sedative drug,镇定药,cedict
sedge herb,三棱草,cedict
sedge warbler,水蒲苇莺,cedict
sediment content,输沙量,cedict
sedimentary belt,沉积带,cedict
sedimentary rock,沉积岩,cedict
seductive appearance,媚态,cedict
see-through clothing,透视装,cedict
seed collecting,采种,cedict
seed dressing,拌种,cedict
seed enclosed in artificial capsule,包衣种子,cedict
seed held back for planting,留种,cedict
seed kernel,种仁,cedict
seed of ajwain,阿育魏实,cedict
seed of sterculia lychnophora,胖大海,cedict
seed plant,种子植物,cedict
seed pod,荚果,cedict
seed selection,选育,cedict
seed tuber,种块,cedict
seeded player,种子选手,cedict
seedling stage,苗期,cedict
seeds of litchi or lychee,荔枝核,cedict
seeds of pepper,胡椒子,cedict
seeing eye dog,导盲犬,cedict
seeing is believing,百闻不如一见,cedict
seeing riches provokes evil designs,见财起意,cedict
seeing that,照得,cedict
seeking instruction,求教,cedict
seemingly familiar,似曾相识,cedict
seems as if,似的,cedict
seems as if floating,飐飐,cedict
seems not,几乎不,cedict
seen periodically,散见,cedict
segmentation fault,段错误,cedict
segway pt,赛格威,cedict
seine net,围网,cedict
seismic defenses,抗震,cedict
seismic wave,地震波,cedict
seismic zone,地震区,cedict
selected works,文选,cedict
selected works of mao zedong,毛泽东选集,cedict
selected writing,集子,cedict
selection test,甄试,cedict
selective listening,偏听偏信,cedict
self-addressed stamped envelope,回邮信封,cedict
self-appointed moral arbiter,正义魔人,cedict
self-balancing scooter,平衡车,cedict
self-centered show-off,大爷,cedict
self-defense force,自卫队,cedict
self-deprecatory expression,谦辞,cedict
self-drive hire,自驾租赁,cedict
self-evident truth,公理,cedict
self-inking stamp,回墨印,cedict
self-regulation organization,自律性组织,cedict
self-respect of old person,老脸,cedict
self-rising flour,自发粉,cedict
self-service meal,自助餐,cedict
self-service ticketing,无人售票,cedict
selfie stick,自拍杆,cedict
selfish departmentalism,本位主义,cedict
selfish desire,私欲,cedict
selfish motives,私心,cedict
selfish preference,私偏,cedict
selfless and public spirited,舍己为公,cedict
sell-by date,有效期,cedict
seller's first offer,开价,cedict
seller's market,卖方市场,cedict
selling point,卖点,cedict
selling price,售价,cedict
sells well,走俏,cedict
semantic analysis,语义分析,cedict
semantic categorization,语义分类,cedict
semantic space,语义空间,cedict
semen euryales,芡实,cedict
semen trachyspermi coptici,阿育魏实,cedict
semi-able-bodied or part time  worker,半劳动力,cedict
semi-liquid food,半流食,cedict
semi-manufactured goods,半成品,cedict
semi-owner peasant,半自耕农,cedict
semi-precious stone,半宝石,cedict
semi-solid fat-based substance,油膏,cedict
semi-tenant peasant,半自耕农,cedict
semicircular canal,半规管,cedict
semiconducting ceramic,半导瓷,cedict
semiconservative replication,半保留复制,cedict
semicursive script,行草,cedict
semifeudal and semicolonial,半封建半殖民地,cedict
semifinal or quarterfinal,复赛,cedict
semifinished articles,半成品,cedict
semifinished materials,坯料,cedict
semifinished product,坯子,cedict
semifinished products,半成品,cedict
semiliquid stool,溏便,cedict
semilunar valve,半月瓣,cedict
seminal receptacle,受精囊,cedict
seminal vesicle,储精囊,cedict
semipolished rice,胚芽米,cedict
semitic language,闪语,cedict
senile dementia,老年性痴呆症,cedict
senior academic or professional title,高职,cedict
senior captain,大尉,cedict
senior center,托老所,cedict
senior colonel,大校,cedict
senior concubine,贵妃,cedict
senior engineer,高工,cedict
senior executive,高层执行员,cedict
senior fellow student,砚兄,cedict
senior high school,高中,cedict
senior high school enrollment,中招,cedict
senior high school student,高中生,cedict
senior member of a profession,祭酒,cedict
senior minister,资政,cedict
senior monk,圣僧,cedict
senior monk's seat or title,上座,cedict
senior nurse,护师,cedict
senior officer,长官,cedict
senior official,大夫,cedict
senior or older female schoolmate,学姐,cedict
senior or older male schoolmate,学长,cedict
senior palace maiden,怨女,cedict
senior partner in sworn brotherhood,盟兄,cedict
senior post,高级职务,cedict
senior statesmen's assembly,元老院,cedict
senior student,高年级生,cedict
senior technical specialist,技正,cedict
seniority and prestige,资望,cedict
seniority in the family,班辈,cedict
senna leaf,番泻叶,cedict
sensational effect,轰动效应,cedict
sensational news,花边新闻,cedict
sense of accomplishment,成功感,cedict
